x,y,pitchType,pitchTypeFull,type,Vel,HorzBrk,IndVertBrk,RelX,RelZ,StuffPlus
0.9842385882,0.6658253242,FA,Fastball,Fastball,94.8,2.3,8.7,-1.9,6.2,75
0.4305571765,1.127740986,FA,Fastball,Fastball,94.9,0.1,8.3,-1.8,6.3,78
-2.323609412,-1.389274226,SL,Slider,Slider,85.6,-5.2,-2.4,-1.8,6.1,106
0.9396903529,1.514313771,FA,Fastball,Fastball,94.8,-1.6,9.8,-1.8,6.3,77
-0.7445788235,0.6933740344,FA,Fastball,Fastball,95.4,-1.7,9.5,-1.6,6.3,79
-2.884178824,-1.717475716,SL,Slider,Slider,84.1,-9.9,-4.2,-1.7,5.8,107
-0.5150682353,-0.1226844385,FA,Fastball,Fastball,94.8,4.4,0.8,-1.6,6,99
1.621905882,2.340068412,FA,Fastball,Fastball,94.7,3.3,2.3,-1.7,6.2,92
-0.7300955294,-0.3106967273,FA,Fastball,Fastball,95.6,7.5,13.6,-1.7,6.2,65
1.303509176,2.304725285,FA,Fastball,Fastball,95.5,-2.1,12.2,-1.7,6.3,80
-1.162362353,-0.2364889879,FA,Fastball,Fastball,95.1,1,4.3,-1.4,6.1,86
-2.039223529,-1.636803628,FA,Fastball,Fastball,95.7,4.8,9.7,-1.6,6.2,73
0.7183792941,0.2644106449,FA,Fastball,Fastball,94.5,-3.2,4.8,-1.5,6.1,80
-1.355658353,1.037689666,FA,Fastball,Fastball,95.6,-3.8,5.3,-1.3,6.3,85
0.1861284706,1.228098436,FA,Fastball,Fastball,94.9,1.5,11.7,-1.6,6.3,75
-1.732051765,-0.7930194881,FA,Fastball,Fastball,93.8,0.4,10.5,-1.8,6.3,73
-0.7989374118,1.753820032,FA,Fastball,Fastball,93.1,-1.1,10.8,-2,6.1,74
-1.413868235,0.05799047485,FA,Fastball,Fastball,92.6,0.5,11.6,-2,6.3,72
-1.844668235,-1.555397058,FA,Fastball,Fastball,95.1,3.4,8,-1.6,6.2,76
0.4066658824,-0.01638977097,FA,Fastball,Fastball,95.5,2.4,11.7,-1.7,6.3,74
0.04315552941,-0.251351433,FA,Fastball,Fastball,96.9,3.8,7.9,-1.3,6.2,82
-1.82016,1.006905144,FA,Fastball,Fastball,96.2,-2,6.8,-1.3,6.3,86
0.16884,1.797290223,FA,Fastball,Fastball,96.4,-0.8,2.9,-1.2,6.2,98
-0.2218842353,0.2291859251,FA,Fastball,Fastball,95.8,3.5,16.8,-1.7,6.3,84
0.3460842353,0.4914231909,FA,Fastball,Fastball,94.5,-2.3,6.6,-1.6,6.2,79
2.220282353,0.8379876085,CH,Changeup,Changeup,89.8,7.5,10,-1.8,5.9,59
-3.100348235,-1.473446842,FA,Fastball,Fastball,94.7,-4,7.2,-1.4,6.3,78
-0.7796258824,-0.1524606742,FA,Fastball,Fastball,95.3,-0.9,14.2,-1.6,6.2,82
0.4005995294,0.2637316432,FA,Fastball,Fastball,94,-4,8.1,-1.7,6.2,75
-0.9503167059,1.272598644,FA,Fastball,Fastball,95.7,-2.7,9.2,-1.4,6.2,81
1.487138824,-0.8921559013,CH,Changeup,Changeup,91.9,9.4,2.3,-1.7,5.9,114
-0.3702522353,-1.068052546,CH,Changeup,Changeup,91.3,9.3,4.4,-1.8,5.8,91
-1.685435294,-0.2795794303,FA,Fastball,Fastball,95.6,-0.5,0.4,-1.3,6.1,101
-0.6284541176,-0.6792300358,FA,Fastball,Fastball,96.7,3.7,7.2,-1.5,6.2,83
2.467524706,0.9046169298,CH,Changeup,Changeup,92.1,9.5,8.4,-1.9,5.9,56
-0.1882785882,-0.2179673898,CH,Changeup,Changeup,89.6,6.6,11.6,-1.8,5.8,55
-0.2510174118,-1.223406184,FA,Fastball,Fastball,94.5,-0.7,5.3,-1.6,6.3,81
0.738672,-0.431823284,FA,Fastball,Fastball,94.2,2.2,7.1,-1.5,6.3,76
-1.205713412,-0.2144074964,SL,Slider,Slider,84,-7.2,-1.9,-1.7,6.1,98
1.451096471,2.171132693,FA,Fastball,Fastball,95.5,-1.8,8.4,-1.5,6.4,81
1.113019765,0.9974002049,FA,Fastball,Fastball,96.4,-1.7,7.4,-1.4,6.3,86
0.4785416471,0.6752111942,FA,Fastball,Fastball,96.2,1,6.6,-1.4,6.3,86
0.9768014118,0.9287376116,SL,Slider,Slider,84.6,-10.8,-5.8,-1.7,6.2,113
0.04603694118,0.941637356,FA,Fastball,Fastball,95.9,-1.7,4.3,-1.2,6.4,90
0.001440508235,-0.1401455325,FA,Fastball,Fastball,96.2,-0.5,6,-1.4,6.3,87
0.4506494118,-0.5670373342,FA,Fastball,Fastball,94.7,-1.1,6.9,-1.4,6.3,79
0.7718809412,0.08835113812,FA,Fastball,Fastball,96.9,1,12.8,-1.3,6.6,80
-2.531407059,-1.077225291,FA,Fastball,Fastball,96.5,-5.3,5.3,-1.1,6.4,88
1.655181176,-1.109109397,CH,Changeup,Changeup,90.1,5.9,10.3,-1.6,6,62
0.2014545882,1.149992565,FA,Fastball,Fastball,96.5,-5.7,3,-1.1,6.5,92
-0.3191251765,-0.1089859125,FA,Fastball,Fastball,96.1,-1.1,9.7,-1.4,6.4,81
-1.137485647,-0.2303241394,FA,Fastball,Fastball,94.2,-3.3,9.1,-1.6,6.3,76
-0.5257651765,1.24225572,FA,Fastball,Fastball,92.8,-1.7,4.7,-1.7,6.1,74
-0.9414988235,0.1004848193,FA,Fastball,Fastball,94.1,-0.6,2.6,-1.4,6,86
0.5024315294,0.1862911877,FA,Fastball,Fastball,97.9,1.6,8.5,-1.2,6.3,87
0.919392,1.806222416,FA,Fastball,Fastball,99.6,-3,8.4,-1,6.5,98
0.5965171765,-0.2521595066,FA,Fastball,Fastball,98.7,-3.5,12.3,-1.1,6.4,87
-0.1056081882,0.4708615632,FA,Fastball,Fastball,99.3,-2.7,11.2,-1.1,6.5,89
0.9731237647,1.606762357,FA,Fastball,Fastball,99,-2.2,8.7,-1.1,6.5,94
0.7423030588,-0.2306573833,FA,Fastball,Fastball,99.8,0.1,9,-1.2,6.4,95
0.02753449412,0.4405375131,FA,Fastball,Fastball,96.2,3.2,4,-1.6,6.2,93
-0.0001874145882,0.2268039736,FA,Fastball,Fastball,97.8,-0.1,8.8,-1.5,6.4,88
0.7690503529,1.48941356,FA,Fastball,Fastball,99.5,4.3,11.2,-1.3,6.3,82
2.119538824,0.5068907781,FA,Fastball,Fastball,98.3,4.7,7.5,-1.2,6.2,86
1.045826824,0.1840034566,FA,Fastball,Fastball,97.8,1.8,9.9,-1.3,6.3,84
-0.6739115294,-0.1162121314,FA,Fastball,Fastball,98,1.3,9.7,-1.2,6.3,86
-0.1686988235,0.4907479967,FA,Fastball,Fastball,99.4,-1.4,10.4,-1.1,6.4,92
-0.410592,0.9582602613,FA,Fastball,Fastball,96.3,0.3,8.2,-1.2,6.4,83
0.427848,0.03742349238,FA,Fastball,Fastball,98.7,-1.1,9.7,-1.1,6.4,90
-0.4474842353,0.4088351471,SL,Slider,Slider,85.9,-17.7,-4.1,-1.3,6.1,141
-0.9184277647,-2.623250342,FA,Fastball,Fastball,97.6,-1.5,4.3,-1.3,6.3,100
0.07878988235,0.4582181001,FA,Fastball,Fastball,97,1.7,8.1,-1.3,6.4,85
-0.5512418824,-0.8321807025,FA,Fastball,Fastball,97.6,-0.1,7,-1.1,6.4,92
1.886767059,-0.9522618435,FA,Fastball,Fastball,98.3,-2.7,7.6,-1.2,6.3,94
1.189609412,-0.4418963545,FA,Fastball,Fastball,97,-1.6,5.9,-1.2,6.3,92
-1.512635294,-0.5547170261,FA,Fastball,Fastball,96.4,-1.5,4.8,-1.3,6.3,92
-1.052695059,-1.042954283,FA,Fastball,Fastball,98.2,-3.9,8.3,-0.9,6.4,91
-0.2588131765,-0.4906108948,FA,Fastball,Fastball,98,-2.4,5.7,-0.9,6.6,98
0.5902630588,0.4815855713,FA,Fastball,Fastball,98.6,-1.3,8.3,-1.4,6.4,93
0.3809491765,0.06674717356,FA,Fastball,Fastball,98.8,-0.4,5,-1,6.4,104
-0.5799035294,2.993373364,FA,Fastball,Fastball,98.1,0.7,6.6,-1.2,6.4,94
0.7047049412,1.554700598,FA,Fastball,Fastball,98.7,-0.5,8.1,-1.3,6.3,93
-0.03298150588,1.438417135,FA,Fastball,Fastball,99.2,-1.1,9,-1.2,6.4,93
-0.6185971765,0.1740689391,FA,Fastball,Fastball,96.6,-1.2,5.4,-1.3,6.1,91
-1.071248471,1.481147537,FA,Fastball,Fastball,95.2,-3,6,-1.4,6.2,82
0.1394388706,0.4453338788,FA,Fastball,Fastball,94.2,-2.1,3.7,-1.9,5.9,82
-0.2253007059,-0.6754277755,FA,Fastball,Fastball,97,0.2,13.1,-1.6,6.2,82
1.168400471,3.069339597,FA,Fastball,Fastball,98,-2.7,10.2,-1.3,6.4,87
0.1863049412,1.24763253,FA,Fastball,Fastball,97.2,1.5,8.4,-1.4,6.3,85
0.09978677647,0.6000133404,FA,Fastball,Fastball,96.3,1.6,11.4,-1.3,6.4,78
-3.992710588,-1.589524699,SL,Slider,Slider,86.1,-6.3,-4.1,-1.2,6,114
0.3155717647,0.314089548,FA,Fastball,Fastball,96.9,-2.2,7.9,-1.3,6.3,87
-0.03802291765,-0.5261732777,FA,Fastball,Fastball,98,4.1,7.8,-1.1,6.4,85
-2.259910588,-0.07223267719,FA,Fastball,Fastball,97.9,-3.9,11.4,-1.1,6.4,85
0.7991477647,1.423835935,FA,Fastball,Fastball,97.8,-0.9,15.9,-1.2,6.4,93
0.2560870588,-0.4092864845,FA,Fastball,Fastball,97,-1.5,10.8,-1.5,6.2,83
0.3296837647,0.4059541097,FA,Fastball,Fastball,96.7,-1.7,7.1,-1.1,6.3,87
0.6480367059,-0.3523205291,FA,Fastball,Fastball,97,-0.4,6.9,-1,6.4,89
1.412809412,0.889140556,FA,Fastball,Fastball,90.1,5.7,6.5,-1.5,5.9,68
-1.080629647,-2.75475139,CH,Changeup,Changeup,90.5,3.6,4.5,-1.4,5.9,96
0.06634418824,-0.4475103233,FA,Fastball,Fastball,96.9,-5.1,7.4,-1,6.3,87
0.6665294118,0.6836218276,FA,Fastball,Fastball,97.8,-0.5,6.6,-0.9,6.3,94
0.2985543529,1.31040493,FA,Fastball,Fastball,98.6,-4.3,7.1,-0.9,6.4,96
0.04831877647,0.492887924,FA,Fastball,Fastball,98.4,0,8,-1,6.4,92
0.2757063529,-1.46896711,FA,Fastball,Fastball,98,-3.9,8.3,-1,6.4,90
-1.063627765,0.04835744877,FA,Fastball,Fastball,97.4,-1.8,9.1,-1,6.3,86
0.5432456471,2.107793647,FA,Fastball,Fastball,97.3,-0.1,7.7,-0.9,6.5,89
-1.092262588,-0.1202900022,FA,Fastball,Fastball,97.1,-0.6,5.6,-0.8,6.4,94
0.3725915294,0.3949539408,FA,Fastball,Fastball,98.2,-2.2,6.9,-1.2,6.3,95
0.06681275294,1.471732919,FA,Fastball,Fastball,95.2,-4.2,7.6,-1.1,6.3,80
1.669510588,-0.3173259819,FA,Fastball,Fastball,95.2,2.7,9.5,-1.2,6.2,75
-0.621096,0.01205581417,FA,Fastball,Fastball,93.4,-4.6,6.1,-1.4,6.1,73
1.554635294,0.9935568622,FA,Fastball,Fastball,94.3,-2.8,7.5,-1.3,6.3,77
-0.1195486588,-0.1943299409,FA,Fastball,Fastball,93.7,1.5,8.8,-1.4,6.2,72
-1.339468235,-0.1471594551,FA,Fastball,Fastball,97.1,-1.7,13.2,-1.3,6.2,84
0.4206070588,0.6575902705,FA,Fastball,Fastball,97.6,-3.3,9.7,-1.3,6.3,87
1.206204706,0.1923301154,FA,Fastball,Fastball,98.3,-1,6.9,-1.1,6.3,95
0.171912,3.648260464,FA,Fastball,Fastball,95.8,-0.3,5.7,-1.1,6.4,86
1.944550588,1.577517565,FA,Fastball,Fastball,97.6,-2.7,11.4,-1,6.3,85
-0.008868282353,0.609302769,FA,Fastball,Fastball,96.8,-3.3,5,-0.9,6.3,92
-0.8787797647,0.2439476109,FA,Fastball,Fastball,94.3,-4.8,4,-1.4,6.2,79
1.720404706,1.671842261,FA,Fastball,Fastball,95,-2.4,3.8,-1.7,6.1,86
-0.3400461176,0.8011848211,FA,Fastball,Fastball,94.5,-1.3,8.5,-1.3,6.3,77
-1.503035294,-0.2018724573,FA,Fastball,Fastball,95.5,0.1,11.3,-1.6,6.3,78
-2.777872941,-2.682511354,CU,Curveball,Curveball,84,-7.9,-10.6,-1.7,6,107
-1.062741176,-0.2085613105,FA,Fastball,Fastball,96,-3.4,3.5,-1.4,6.2,92
1.442512941,0.535556975,FA,Fastball,Fastball,94,-2.2,8.8,-1.5,6.3,75
-0.07792362353,0.2270230639,FA,Fastball,Fastball,94.3,-4.1,7.3,-1.5,6.2,76
0.3358531765,0.7627137173,FA,Fastball,Fastball,96.6,-3.3,4.7,-1.1,6.4,92
0.2414385882,-0.2316625993,FA,Fastball,Fastball,96,-1.2,7.6,-1,6.4,84
-0.3529044706,1.854855282,FA,Fastball,Fastball,96.5,-0.7,5.8,-0.9,6.5,90
1.102406118,0.1937863202,FA,Fastball,Fastball,97.2,-0.5,7,-1,6.3,90
-1.412047059,0.4439509769,SL,Slider,Slider,86.1,-11,-7.2,-1.5,6,130
0.9140908235,-0.5282479567,FA,Fastball,Fastball,97.6,1.6,4.8,-1,6.4,98
-1.82928,-0.2412919462,SL,Slider,Slider,86,-13.5,-5.5,-1.2,6,134
1.676089412,-0.8869196432,FA,Fastball,Fastball,98.1,-1,6.8,-0.9,6.4,95
-0.6257703529,0.6214075079,FA,Fastball,Fastball,98,-2.4,6.8,-1,6.4,94
-1.445915294,0.7352687354,FA,Fastball,Fastball,96.9,-4.9,6.6,-1.1,6.4,88
-1.207783059,0.4142751637,FA,Fastball,Fastball,97.8,-1.7,10.9,-1.1,6.3,85
-2.104503529,1.973957464,FA,Fastball,Fastball,96,-1.8,6,-1.2,6.4,86
-0.5143778824,0.6866868069,FA,Fastball,Fastball,96.9,-0.6,3.8,-1.1,6.3,97
-1.590197647,-0.1083399227,FA,Fastball,Fastball,98.5,-2.5,4,-0.9,6.4,106
0.5997868235,-0.4171701243,FA,Fastball,Fastball,96.6,-3,3.8,-1,6.4,95
1.258787294,-0.812769167,FA,Fastball,Fastball,96.9,-2.8,8.9,-1.3,6.4,85
-2.54304,-0.5167045524,FA,Fastball,Fastball,98.5,7.1,5.4,-0.7,6.3,90
-2.364197647,-0.4766224665,FA,Fastball,Fastball,96.8,1.5,8.4,-1,6.4,84
0.4678037647,0.7719902369,FA,Fastball,Fastball,97.3,4.7,9.1,-1.1,6.3,78
-0.6550207059,-0.5159750815,FA,Fastball,Fastball,96.8,1.8,9.5,-1.5,6.1,82
0.8013374118,0.2244541526,FA,Fastball,Fastball,91.8,5.4,7.5,-1.6,5.9,68
1.125729882,0.1382132587,FA,Fastball,Fastball,96.8,2.1,5.7,-1.1,6.4,90
-1.948602353,-0.6368061599,FA,Fastball,Fastball,97.5,-1.9,3.1,-1.2,6.3,103
-0.3706432941,-0.07763294887,FA,Fastball,Fastball,96.5,-1.4,7.4,-1.3,6.2,87
-1.496202353,-2.218310566,SL,Slider,Slider,85.9,-12.2,-8.7,-1.4,6,130
-2.363745882,-1.062739607,FA,Fastball,Fastball,98.3,0.5,7.6,-1.3,6.3,93
-0.07273863529,-0.4944631938,FA,Fastball,Fastball,96.4,1.7,9,-1.5,6.1,81
-0.4720927059,-2.438380047,SL,Slider,Slider,86.6,-6.3,-4.9,-1.6,6,119
0.01215573176,1.05889648,FA,Fastball,Fastball,99.1,-3.8,10.1,-1.3,6.3,92
-0.1123986353,0.8915002318,FA,Fastball,Fastball,98.6,0.3,9.6,-1,6.3,90
-0.5112663529,2.235312598,FA,Fastball,Fastball,98.1,-4.6,7.5,-1,6.4,93
-0.1226654118,0.5627893626,SL,Slider,Slider,85.3,-11.8,-5.7,-1.3,5.9,119
1.258084235,0.9100066144,FA,Fastball,Fastball,97,1.6,6.4,-1.4,6.3,89
0.5528724706,-1.827443279,FA,Fastball,Fastball,96.5,1.2,6.6,-1.1,6.3,87
-2.820522353,-2.827667463,SL,Slider,Slider,86.1,-13.6,-1.6,-1.4,6,129
-0.02366837647,0.8955043624,FA,Fastball,Fastball,97.8,1.1,12.5,-1.3,6.2,82
0.7647063529,0.4706270093,FA,Fastball,Fastball,98.1,-2.3,11.1,-1.1,6.3,87
1.373699294,-1.160876511,FA,Fastball,Fastball,96.5,6.2,9.1,-1.7,6.1,75
0.8735872941,0.9795213255,FA,Fastball,Fastball,96.1,-0.9,12,-1.6,6.2,80
0.4241308235,1.113843784,FA,Fastball,Fastball,96.5,-1.6,7.6,-1.4,6.3,86
-1.394001882,-1.167326383,FA,Fastball,Fastball,96.4,-0.4,13,-1.3,6.2,81
2.874268235,1.808685939,FA,Fastball,Fastball,97.2,2,12.9,-1.6,6.2,79
-0.1360561412,-0.7609225142,FA,Fastball,Fastball,96.6,-2.7,8.2,-1.2,6.1,86
0.09442983529,-0.5344141023,FA,Fastball,Fastball,96.3,6,10.1,-1.6,6.1,72
2.587185882,0.2027613596,FA,Fastball,Fastball,96.9,3.1,9.1,-1.4,6.2,81
-0.4559449412,-0.3192630126,FA,Fastball,Fastball,96.8,2.5,11,-1.2,6.2,78
1.220025882,-0.6393600468,FA,Fastball,Fastball,97.8,7.7,12.2,-1.2,6.2,72
-1.413712941,0.6866402942,FA,Fastball,Fastball,97.5,-3.4,7.4,-1,6.3,91
-0.5713341176,-0.3368782009,FA,Fastball,Fastball,97.6,5.5,9.9,-1.1,6.2,77
-2.386136471,-1.500931276,SL,Slider,Slider,87,-11.4,-4.2,-1.4,6,128
0.6529665882,0.8533697935,FA,Fastball,Fastball,98.3,2.5,10.6,-1.3,6.3,84
-2.153943529,-1.016007646,FA,Fastball,Fastball,98.2,-2.3,6.9,-1.2,6.2,95
-1.713529412,-0.357126441,FA,Fastball,Fastball,96.8,-1.2,8.8,-1.2,6.2,85
0.01801821176,0.7710790445,FA,Fastball,Fastball,96.4,2.6,10.5,-1.3,6.1,78
0.2025204706,0.5862763788,FA,Fastball,Fastball,96.9,1.5,12.5,-1.3,6.1,79
1.526512941,-0.3935673043,FA,Fastball,Fastball,95.3,0.3,5.8,-1.8,6,83
-0.1919604706,0.5980359232,FA,Fastball,Fastball,97.2,0.9,7.6,-1.4,6.2,88
-1.888884706,-1.136792127,FA,Fastball,Fastball,95.6,1.6,5.4,-1.3,6.2,86
-1.454809412,-0.0207461532,FA,Fastball,Fastball,96.4,-1.8,7,-1.4,6.1,87
-1.018681412,0.3141333661,FA,Fastball,Fastball,96,-0.6,7,-0.9,6.3,85
-1.622216471,-1.89553469,SL,Slider,Slider,84.3,-8.1,-7.7,-1.3,6,102
-0.8832395294,-1.457934685,SL,Slider,Slider,85.9,-10.2,-7.5,-1.3,6,122
-0.1743402353,0.4525874794,FA,Fastball,Fastball,96.4,-0.4,7.8,-1.2,6.2,85
-0.4155938824,-0.2931293298,SL,Slider,Slider,84.9,-13.4,-7.1,-1.4,5.9,122
-3.038512941,-2.641447744,SL,Slider,Slider,86.4,-13,-3.1,-1.4,6,128
0.3729684706,-0.5109208413,FA,Fastball,Fastball,97.5,-1.5,7.4,-1.2,6.2,91
0.08853472941,1.052620068,FA,Fastball,Fastball,96.9,-2.1,7.7,-1.2,6.3,88
0.01958724706,0.3103369045,FA,Fastball,Fastball,98.5,-2.6,8.8,-0.9,6.2,92
-0.3213614118,0.5880897975,FA,Fastball,Fastball,96.3,2.6,11.5,-1,6.2,76
-2.323552941,-2.630777518,SL,Slider,Slider,87.6,-11,-4.1,-1.3,6,131
-2.542489412,0.9500440098,FA,Fastball,Fastball,96.1,-4.1,5,-1.1,6.2,88
0.1297903059,0.8928106396,FA,Fastball,Fastball,96,-4.6,5.2,-1.5,6.1,86
1.274304,-0.5055134138,FA,Fastball,Fastball,96.2,0.3,4.6,-1.5,6.1,91
-1.617035294,0.7292452832,FA,Fastball,Fastball,98.4,-2.8,6.5,-1.2,6.2,97
-0.5696032941,0.5212021776,FA,Fastball,Fastball,96.7,0.7,6.3,-1.2,6.2,89
0.4788127059,-1.015130038,FA,Fastball,Fastball,97.6,1,3.1,-1.4,6.1,103
1.218477176,1.105329953,FA,Fastball,Fastball,97.9,2.9,6.1,-1.1,6.2,93
-0.6433708235,0.2471770341,FA,Fastball,Fastball,95.5,-2.9,4.5,-1.1,6.1,87
-1.653896471,0.3134404414,FA,Fastball,Fastball,96.8,1.7,5,-1,6.2,92
1.257768,0.1898189643,FA,Fastball,Fastball,94.6,-2.3,8,-1.4,6.1,77
-1.144266353,-1.242436711,FA,Fastball,Fastball,96.8,-0.5,8.1,-1,6.3,86
0.3883496471,-0.2914303699,FA,Fastball,Fastball,96.7,-0.3,7.4,-1.3,6.3,87
0.2520931765,-1.364166648,FA,Fastball,Fastball,96.3,0.6,7.5,-1.5,6.1,85
1.290574588,0.3720297101,FA,Fastball,Fastball,96.7,-2.3,8.1,-1.2,6.2,86
-0.1955477647,-0.8385495704,SL,Slider,Slider,84.3,-8.1,-9.4,-1.3,6,105
-0.2612216471,0.1358018945,FA,Fastball,Fastball,96.4,0.7,10,-1.2,6.2,81
2.096781176,0.6370655036,FA,Fastball,Fastball,96.1,-1.6,6.6,-1.2,6.2,86
-0.3104414118,1.35743147,FA,Fastball,Fastball,97.5,2.9,8.5,-1.3,6.2,85
0.5511614118,1.892624495,FA,Fastball,Fastball,97.6,2.6,7.7,-1,6.4,88
-1.733576471,0.01653141108,SL,Slider,Slider,83.8,-11.5,-1.5,-1.5,5.9,113
-0.8147788235,-0.4527022837,FA,Fastball,Fastball,97.1,2,6.1,-1.2,6.2,91
0.4319590588,0.737693576,FA,Fastball,Fastball,96.5,-3.3,7.3,-1.3,6.2,86
-0.1099773176,0.02117677518,FA,Fastball,Fastball,95.1,-0.5,10.9,-1.6,6.1,77
-0.6747162353,0.7670149195,FA,Fastball,Fastball,94.7,1.3,6.5,-1.6,6.1,79
2.291957647,0.8997850848,FA,Fastball,Fastball,96.1,-0.6,9.6,-1.5,6.2,81
-0.5134404706,-0.658147267,FA,Fastball,Fastball,94.4,-4.1,7.5,-1.2,6.2,77
2.480004706,0.6066600125,FA,Fastball,Fastball,95.8,-0.8,10.5,-1.5,6.2,80
-0.2409077647,-0.23560865,FA,Fastball,Fastball,94.4,0.9,5.5,-1.2,6.2,81
-1.563007059,-0.7325486198,FA,Fastball,Fastball,95.4,-2.2,9.4,-1.4,6.2,80
0.5652635294,1.665427547,FA,Fastball,Fastball,95.4,-0.3,8.3,-1.4,6.2,80
-1.640781176,-0.928020983,FA,Fastball,Fastball,94.6,0.7,7,-1.5,6.1,79
-0.9507388235,0.5018389782,FA,Fastball,Fastball,93.1,-3.2,9.2,-1.6,6.2,73
-1.458014118,0.501302207,FA,Fastball,Fastball,94.8,-2.1,5,-1.4,6.1,83
-0.4690447059,0.5043475621,FA,Fastball,Fastball,95.7,-2.1,6.3,-1.4,6.1,84
-0.6257745882,0.3803189031,FA,Fastball,Fastball,92.8,-3.4,7.4,-1.6,6.1,72
0.7261072941,1.188618994,FA,Fastball,Fastball,92.9,1.1,7.5,-1.7,6.1,71
-1.005664941,0.1198165934,FA,Fastball,Fastball,92.9,-5.4,4.1,-1.5,6.1,73
0.03520489412,0.534952693,SL,Slider,Slider,83.5,-10.6,-4.6,-1.8,5.8,104
-0.2062404706,-0.4035954931,FA,Fastball,Fastball,96.4,3.2,7.2,-1.5,6.3,84
-0.4484484706,-1.320795113,FA,Fastball,Fastball,97.9,0,11.1,-1.2,6.3,85
-1.653995294,0.1046611329,FA,Fastball,Fastball,97.6,-0.1,3.1,-1.3,6.3,104
-1.078633412,-0.6337169867,FA,Fastball,Fastball,96.2,-2.4,6.7,-1.5,6.2,86
0.06247482353,0.8260378455,FA,Fastball,Fastball,97.8,2.6,6.1,-1.4,6.3,93
-1.896155294,-0.4198629476,FA,Fastball,Fastball,97.8,-0.7,8.2,-1.2,6.3,90
0.2968023529,0.2960145985,FA,Fastball,Fastball,97.1,-0.8,5,-1.4,6.2,95
-0.04199223529,0.7308565376,FA,Fastball,Fastball,97,-0.5,7.3,-1.5,6.2,88
-1.828023529,-0.158229748,FA,Fastball,Fastball,97.6,-3.7,6,-1.2,6.3,94
-1.489976471,2.460332806,FA,Fastball,Fastball,97.9,-2.7,5.2,-1.1,6.4,98
-2.521567059,0.009999748024,FA,Fastball,Fastball,97.4,-1.9,5.7,-1,6.4,94
-0.7902536471,1.376634449,FA,Fastball,Fastball,96.8,-3,5.4,-1.2,6.3,91
-1.435567059,-0.6582974981,FA,Fastball,Fastball,96.4,-1.3,4.8,-1.3,6.3,91
0.7327524706,-0.1334664387,FA,Fastball,Fastball,94.7,-1.4,4.9,-1.8,6.2,82
-0.6742743529,0.3892619625,FA,Fastball,Fastball,96.8,-3.1,5.4,-1.4,6.3,91
-1.318006588,0.7503878752,FA,Fastball,Fastball,96.1,-2,5.2,-1.2,6.4,89
-1.688992941,1.033395826,FA,Fastball,Fastball,97,-2.9,6.9,-1.2,6.4,89
0.2388451765,2.54859404,FA,Fastball,Fastball,97.5,-3.9,5.9,-1.2,6.4,94
0.3539407059,1.233180269,FA,Fastball,Fastball,96.4,-0.4,6.9,-1.2,6.3,87
-1.922456471,-1.265255723,FA,Fastball,Fastball,95.2,-1.9,5.5,-1.4,6.3,84
0.3457411765,0.09924960259,FA,Fastball,Fastball,94.5,2.7,8.5,-1.5,6.3,75
1.061503059,1.109650235,SL,Slider,Slider,83.1,-16.1,-9.4,-1.8,5.9,117
0.7286018824,0.9057648047,FA,Fastball,Fastball,96.5,-2.6,7.2,-1.3,6.2,87
-3.049228235,-2.769556214,SL,Slider,Slider,85.5,-13.4,-7.8,-1.5,5.9,128
-1.045838118,0.7093832168,FA,Fastball,Fastball,96.6,-5.9,5.6,-1.3,6.3,89
-3.445538824,-2.604885974,SL,Slider,Slider,85.9,-12.6,-8.5,-1.7,5.9,129
-1.384953882,1.57861368,FA,Fastball,Fastball,92.8,-5.3,4,-1.8,6.3,73
-2.366117647,1.015750897,FA,Fastball,Fastball,93.9,-4.8,8.8,-1.8,6.2,75
-1.148985882,0.8757817173,FA,Fastball,Fastball,91.8,-3.7,6,-1.7,6.1,70
-0.1817025882,-0.1076985784,FA,Fastball,Fastball,93.9,4.7,8.2,-1.6,6,71
-2.188870588,-1.172209816,FA,Fastball,Fastball,93.4,-3.9,6.8,-1.6,6.1,73
-1.619167059,-0.4839687686,FA,Fastball,Fastball,93.7,0.7,7.2,-1.5,6.1,75
-2.035722353,-0.8002256126,FA,Fastball,Fastball,94,-4.2,5.2,-1.6,6.1,77
-0.02405294118,0.196832421,FA,Fastball,Fastball,93.9,-3.2,10.2,-1.6,6,75
0.6878809412,-0.5590291044,FA,Fastball,Fastball,95.8,0.3,6.7,-1.8,6,84
-1.074026824,-1.373070058,FA,Fastball,Fastball,95.6,-2.4,7,-1.5,6.2,83
-1.451251765,-1.287811069,FA,Fastball,Fastball,93,-2.5,3.2,-1.6,6,77
-0.4639425882,-0.4292619214,FA,Fastball,Fastball,94.2,-1.5,4.5,-1.7,6,81
0.2043854118,-1.520406032,FA,Fastball,Fastball,95.5,4.3,3.9,-1.6,6.1,88
1.028330824,0.6174374364,FA,Fastball,Fastball,94.6,-0.2,7.6,-1.6,6.1,77
-0.6871016471,-0.4434494076,FA,Fastball,Fastball,96,-0.1,12.1,-1.4,6.1,79
0.5495435294,-1.182464508,FA,Fastball,Fastball,96.1,0.9,7.4,-1.8,6.1,84
1.473656471,-0.1680447585,FA,Fastball,Fastball,96.5,1.3,13.7,-1.6,6.2,79
-0.09642254118,-0.36752646,FA,Fastball,Fastball,97.1,-0.3,10.9,-1.4,6.2,83
