x,y,pitchType,pitchTypeFull,type,Vel,HorzBrk,IndVertBrk,RelX,RelZ,StuffPlus
1.661308235,0.6312008442,FA,Fastball,Fastball,95.7,1.2,7.9,-1.7,6,80
0.2116192941,0.5172191171,FA,Fastball,Fastball,95.1,-1.7,8,-1.5,6,79
-0.6956992941,-0.3612343841,FA,Fastball,Fastball,97.2,-0.7,5.1,-1.5,6.1,93
0.9403298824,-1.127206639,FA,Fastball,Fastball,95.6,-1.6,6.9,-1.6,6,82
2.151134118,1.180503267,FA,Fastball,Fastball,95.5,-4.1,5.9,-1.6,6,83
0.5212418824,0.6727768732,FA,Fastball,Fastball,94.3,-0.7,6.3,-1.7,5.8,78
0.03464752941,0.5577384265,FA,Fastball,Fastball,95.4,6.2,12.3,-1.9,5.6,67
-1.152323294,-0.5842999682,FA,Fastball,Fastball,96.3,-3.2,9.3,-1.3,6.1,82
1.307256,0.8841965989,SL,Slider,Slider,84.9,-8.3,-3.2,-1.8,5.7,107
0.5044192941,-0.01797147432,FA,Fastball,Fastball,96.6,-4.2,11.2,-1.4,6,82
-0.1502414118,0.4149582069,FA,Fastball,Fastball,95.9,-4.1,8.6,-1.5,6,81
2.993971765,2.061488438,CU,Curveball,Curveball,78.4,-12.5,-12.3,-1.5,5.9,96
1.546447059,0.2016359339,SL,Slider,Slider,82.5,-15.4,-5.7,-1.9,5.7,119
0.2284644706,-1.402918084,FA,Fastball,Fastball,96.6,-2.4,7.8,-1.6,5.9,85
1.173135529,-0.5633013652,SI,Sinker,Sinker,94.5,10.2,9,-2.4,5.5,80
1.136515765,0.5496335266,FA,Fastball,Fastball,96.4,-3.1,8.4,-1.9,5.9,84
-0.03299802353,0.05882744275,SL,Slider,Slider,84,-11.6,-0.5,-2.1,5.7,118
-1.075355294,-1.113119421,SL,Slider,Slider,85.8,-9,1.1,-2,5.7,115
0.1447581176,0.7622491437,SL,Slider,Slider,84.7,-9.2,-0.7,-2,5.7,110
1.394736,-1.526850799,FA,Fastball,Fastball,97,0.3,9,-1.9,5.9,97
-0.3369148235,0.3300459483,SL,Slider,Slider,84.9,-12.3,-1.1,-2.1,5.7,84
-0.6273670588,-1.001306687,SL,Slider,Slider,87.5,-5.7,-4.7,-1.7,5.8,123
-1.023367059,-0.174657087,FA,Fastball,Fastball,95.2,-5.3,4.5,-1.5,6,82
-1.123897412,-0.3286572379,FA,Fastball,Fastball,96.3,-3.5,8.1,-1.4,6.1,84
-1.569614118,0.3229862522,FA,Fastball,Fastball,97.2,0.2,8.5,-1.4,6.2,86
-0.3029717647,1.537151478,FA,Fastball,Fastball,96.9,-6.8,7.2,-1.3,6.2,85
-0.4107190588,-0.6424512612,SL,Slider,Slider,87.4,-15.8,-1.3,-1.8,5.7,137
-0.6498790588,-0.1491547141,FA,Fastball,Fastball,96.7,-1.4,5.2,-1.2,6.1,91
0.3015232941,-1.47182227,CU,Curveball,Curveball,80.4,-16,-11,-1.5,5.8,108
-0.3713407059,-0.7632444682,SL,Slider,Slider,85.6,-13,-2.8,-1.9,5.7,127
-0.5859529412,1.321612228,FA,Fastball,Fastball,98.4,0,6.9,-1.5,6,94
-0.2342555294,-0.7257939301,SL,Slider,Slider,84.7,-12.8,-6.5,-1.8,5.7,120
-1.805435294,-2.687399698,SL,Slider,Slider,86.3,-10.7,-6.9,-1.7,5.8,128
0.01290645176,-0.8828780359,FA,Fastball,Fastball,97.7,-4.8,7.8,-1.5,6,89
0.8548503529,2.161553931,FA,Fastball,Fastball,95,-4.5,8,-1.8,5.9,78
-1.328042824,0.1258212003,FA,Fastball,Fastball,94,-4.6,9,-1.8,6,75
0.4731995294,0.8722597812,SL,Slider,Slider,82.3,-11.7,1.3,-2.1,5.6,121
-0.8869595294,-1.135164165,SL,Slider,Slider,85.7,-9.5,0.9,-2.1,5.6,117
-0.6972211765,0.8959261847,FA,Fastball,Fastball,95.6,2.4,14.4,-2.3,5.4,79
-0.459696,0.1966242852,SL,Slider,Slider,84,-16,-2.9,-2.1,5.7,130
0.5752291765,0.8932547487,SL,Slider,Slider,84.8,-12.3,-2.8,-2,5.7,120
-1.836677647,-1.467552749,SL,Slider,Slider,85.2,-15.9,-1.1,-2,5.7,135
0.3306663529,-0.7255596393,SL,Slider,Slider,85,-14.3,-3.7,-2.2,5.5,128
-0.238056,0.7854594034,FA,Fastball,Fastball,95.6,-3.5,9.4,-1.7,5.9,80
2.366992941,0.6944872238,SL,Slider,Slider,83.1,-12.8,-1.7,-1.9,5.6,119
-2.306978824,-0.9857988318,FA,Fastball,Fastball,94.1,-3.8,9.2,-1.5,6,76
1.923232941,0.7707322848,FA,Fastball,Fastball,97.4,0.4,13.2,-1.4,6.1,83
-0.9040927059,-0.111310135,SL,Slider,Slider,86.1,-14.8,0.6,-2,5.7,133
-0.2008404706,1.396920071,FA,Fastball,Fastball,95.3,0.2,11.8,-2,5.5,78
-0.5687491765,-0.5842899384,FA,Fastball,Fastball,94.4,4.7,12,-2,5.5,68
-1.501016471,-1.504217216,SL,Slider,Slider,84.3,-15.4,-3.1,-1.9,5.5,129
-2.154070588,-2.611865605,SL,Slider,Slider,84.2,-13.8,-4.6,-1.9,5.6,122
-2.370183529,-1.352328035,FA,Fastball,Fastball,95.3,1.2,14.5,-1.9,5.4,81
-1.686875294,-2.978506458,SL,Slider,Slider,85.2,-6,-6.5,-2,5.6,109
-1.630390588,-0.35694313,FA,Fastball,Fastball,94.8,-4.3,8.1,-1.7,5.8,77
-0.4224945882,-0.4325955427,FA,Fastball,Fastball,96.1,-2,5.9,-1.6,5.8,87
-0.3576649412,0.08544691386,FA,Fastball,Fastball,94.9,5.3,9.5,-2,5.4,70
-1.92648,-3.052201101,CU,Curveball,Curveball,80,-13.2,-14.4,-1.7,5.8,101
-1.666376471,-0.01786511579,FA,Fastball,Fastball,94.5,2,13.7,-2,5.3,76
-1.331167059,-2.330103581,SL,Slider,Slider,84.2,-15.1,-3.7,-1.9,5.5,127
1.348120941,0.322195889,FA,Fastball,Fastball,94.9,-4.9,6.8,-1.4,5.9,78
0.4455148235,1.096603408,FA,Fastball,Fastball,95.4,-3.2,6.8,-1.6,6,81
-0.005604522353,1.499992463,FA,Fastball,Fastball,95,-3,7.9,-1.7,5.9,79
1.405956706,-0.4225248947,SL,Slider,Slider,83.4,-6.4,-6.9,-1.9,5.5,95
-0.5886635294,-1.64837447,SL,Slider,Slider,83.6,-5.9,-8.1,-2,5.6,98
0.4088837647,-0.139438448,SL,Slider,Slider,83.6,-16.1,-4.2,-2.2,5.4,127
0.0008150385882,-0.2276659844,FA,Fastball,Fastball,97.5,-0.5,12.4,-2.1,5.8,83
-1.323,-3.124862398,SL,Slider,Slider,88.2,-4,-2,-2.2,5.7,120
1.336980706,1.793562507,FA,Fastball,Fastball,97.7,-4.3,9.3,-1.8,5.9,87
0.9633049412,0.6495058385,FA,Fastball,Fastball,97.5,-2.1,9.1,-1.7,6,87
0.4160174118,-1.83428252,SL,Slider,Slider,89.3,-4.3,1.7,-2,5.8,114
0.5290842353,1.986230514,FA,Fastball,Fastball,98.1,-3.9,6.7,-1.7,5.9,94
0.761664,1.549013986,FA,Fastball,Fastball,95.8,-2.1,8.9,-2,6,81
3.292658824,1.654731369,FA,Fastball,Fastball,95.9,3.6,9.6,-2.2,5.9,75
0.618408,-0.9106947527,SL,Slider,Slider,85.5,-9.5,-1.8,-2.1,5.8,113
-0.5839524706,-1.115427057,SL,Slider,Slider,86.2,-6.2,0,-2.1,5.7,109
-0.7056465882,-1.276907694,FA,Fastball,Fastball,95.7,1.3,9.9,-2.2,5.8,78
-0.06990564706,-0.3324070779,FA,Fastball,Fastball,94.9,-3.1,9.5,-2,5.7,78
-0.03897487059,0.02536470972,FA,Fastball,Fastball,97,-2,11.2,-2.2,5.8,83
-0.7931449412,-2.446157512,SL,Slider,Slider,88.3,-5.7,3.1,-2.3,5.8,116
0.4062592941,0.4495172655,FA,Fastball,Fastball,96.7,-3.1,11.2,-2,5.9,83
-1.951214118,-1.583276062,FA,Fastball,Fastball,96.6,-0.7,9,-1.9,5.9,83
-1.164166588,0.9896966439,FA,Fastball,Fastball,96.3,-1.7,8.1,-1.9,5.8,84
-1.434917647,-3.376352923,CU,Curveball,Curveball,81.6,-6.2,-14.3,-1.7,5.9,99
0.60432,-0.03262358269,FA,Fastball,Fastball,96.3,3.4,10.1,-2,5.8,76
-0.5359101176,0.3753695345,FA,Fastball,Fastball,97.4,-1.2,9.2,-2,5.9,86
-0.5946875294,-0.8062367365,SL,Slider,Slider,88.7,-3.9,-1.2,-2,5.7,119
-0.01254472941,-1.681129804,SL,Slider,Slider,86.5,-9.2,-3.4,-2.4,5.7,120
0.5696625882,0.2863242162,FA,Fastball,Fastball,95.6,2.3,10,-2,5.8,76
-2.217952941,-1.119100586,SL,Slider,Slider,87.5,-5.8,-1.4,-2.1,5.8,117
1.202539765,-0.5404831108,SL,Slider,Slider,85.6,-2.2,-0.6,-2.1,5.7,108
1.134937412,0.005084592845,SL,Slider,Slider,87.9,-9.4,2.8,-2.1,5.7,120
0.01206883765,-1.217397034,SL,Slider,Slider,86.4,-5.8,-1.6,-2,5.7,111
-2.191185882,-1.755155552,SL,Slider,Slider,87.4,-8.1,0.2,-2.2,5.7,118
-0.5003802353,0.4391185644,FA,Fastball,Fastball,95,-10.3,3.6,-2,5.9,76
-1.524635294,-0.2679732928,FA,Fastball,Fastball,95.3,-4.2,7.7,-2,5.8,80
0.6887138824,1.338772252,FA,Fastball,Fastball,97.3,-0.3,6.2,-1.8,6,91
-1.083530824,0.4009801869,FA,Fastball,Fastball,95.4,-4.7,10.6,-1.9,5.9,80
-0.2903985882,0.2526208421,FA,Fastball,Fastball,95.9,-1.7,9.1,-1.8,5.9,81
0.77868,1.492174545,FA,Fastball,Fastball,94,-3.9,7.9,-2.2,5.8,75
1.413049412,1.469308925,FA,Fastball,Fastball,94.3,-4,7.5,-2,5.8,76
1.839331765,1.158994437,FA,Fastball,Fastball,94.5,-3.2,8.4,-2.1,5.8,77
-0.3520207059,0.1340130006,FA,Fastball,Fastball,94.8,-3.2,6.5,-1.8,5.8,79
0.3771854118,0.4244485754,FA,Fastball,Fastball,94.2,-4.7,6.6,-2,5.8,76
-1.685689412,-0.1906614861,FA,Fastball,Fastball,95,-2.8,6.4,-1.9,5.8,80
-1.357456941,-0.3240027861,FA,Fastball,Fastball,96.9,-1.2,8.1,-1.9,5.8,86
1.387209882,-1.428889446,SL,Slider,Slider,84.2,-4.2,-2.6,-2,5.7,97
-1.011334588,-0.4706809421,FA,Fastball,Fastball,95.3,0.8,9.9,-2,5.8,77
-0.9401675294,-2.227952273,SL,Slider,Slider,84.7,-4.5,0,-2.3,5.6,101
-0.04568075294,-0.8018399614,SL,Slider,Slider,85.6,-4.2,1.2,-2.1,5.6,107
-2.054837647,-2.527202602,SL,Slider,Slider,84.6,-4,-2.8,-2,5.6,100
-1.782635294,0.4141879185,FA,Fastball,Fastball,94.3,-5.3,10.7,-2,5.7,77
-1.247637176,0.8269753811,FA,Fastball,Fastball,95.5,-7,10.2,-1.9,5.9,79
-3.298927059,-3.112642545,SL,Slider,Slider,86.5,-0.5,-8.5,-2,5.6,136
0.6135007059,1.172331661,FA,Fastball,Fastball,95.7,-5.9,6.4,-1.9,5.8,82
-0.1372327059,0.4112263778,FA,Fastball,Fastball,95.3,-1.6,7.1,-1.8,5.8,81
-2.679727059,-1.170004026,SL,Slider,Slider,85.3,-2.2,-1,-2.3,5.6,107
0.7869430588,0.1667302579,SL,Slider,Slider,85.4,-9.9,-1.3,-2.1,5.7,115
1.081891765,-0.03890833818,FA,Fastball,Fastball,96.9,-1.1,10.7,-1.9,5.9,83
-2.022804706,-1.582852951,SL,Slider,Slider,85.2,-10.8,-1,-2.3,5.6,117
-0.4859745882,-0.5440726502,FA,Fastball,Fastball,95,-1.7,7.4,-2,5.8,79
0.1747411765,-0.9076287277,FA,Fastball,Fastball,96.6,-0.5,6.9,-1.4,6.1,87
-0.9218894118,-1.873757668,SL,Slider,Slider,84.2,-5.7,-1.3,-2.2,5.7,97
0.2926291765,-0.1511182371,SI,Sinker,Sinker,97.1,8.2,10.1,-1.9,6.3,76
-0.516936,-1.339259902,FA,Fastball,Fastball,97.9,5.1,16.1,-1.7,6.5,81
-2.324018824,-1.288564001,FA,Fastball,Fastball,97.3,2.4,13.3,-1.4,6.5,80
0.95652,2.32243536,FA,Fastball,Fastball,95.7,1.7,13.9,-1.9,6.4,79
0.3004122353,1.63217933,FA,Fastball,Fastball,95.6,-1.2,10.4,-2,6.4,81
0.4059628235,0.5944994593,FA,Fastball,Fastball,95,0.5,10.2,-1.8,6.3,78
1.173358588,0.960522814,FA,Fastball,Fastball,96.1,-1.7,8.2,-2,6.3,85
-0.7896988235,0.02251726279,SL,Slider,Slider,85.4,-8.8,2.9,-2.1,6,116
0.2864964706,-0.8071741232,SL,Slider,Slider,87.4,-5.9,2.7,-2.1,6.2,116
1.716225882,0.3202384861,FA,Fastball,Fastball,94.3,1.6,8.5,-2.1,6.3,76
-0.06586969412,-1.254491751,FA,Fastball,Fastball,95.6,4.2,7,-1.9,6.3,82
0.3710724706,-0.108462126,FA,Fastball,Fastball,96.8,1.4,9.7,-2,6.3,83
1.856710588,0.08818436845,FA,Fastball,Fastball,96.5,4,5,-1.8,6.3,91
0.5542729412,0.4214510474,FA,Fastball,Fastball,96.3,4.9,7.7,-1.9,6.1,81
0.07970272941,-0.7566856738,FA,Fastball,Fastball,95.8,4.4,13.1,-1.6,6.3,72
-0.9860174118,-0.06488673791,SL,Slider,Slider,87.5,-3.1,-4.5,-2.1,5.9,124
-0.1495722353,-0.5942434383,SL,Slider,Slider,87.2,-8.6,3.9,-2,6.2,121
-1.223224941,-0.06604141806,CU,Curveball,Curveball,79.4,-18.5,-10.1,-1.6,6.3,109
0.2621505882,0.09577417535,FA,Fastball,Fastball,96.8,-0.7,14.6,-1.6,6.7,85
2.482941176,2.499931534,SL,Slider,Slider,84.1,-6.8,-3.3,-2.1,6.1,97
1.942503529,1.970938012,FA,Fastball,Fastball,94.6,5.7,11.2,-2,6.3,68
0.6293082353,1.370773006,FA,Fastball,Fastball,93.8,1.1,8.9,-2,6.3,75
-0.4054545882,1.068636532,FA,Fastball,Fastball,94.9,0.2,11,-1.9,6.2,78
0.2215496471,0.3982311767,FA,Fastball,Fastball,95.9,0.7,8.2,-1.9,6.2,83
1.262651294,2.501191303,FA,Fastball,Fastball,96.4,-1.1,12,-1.9,6.3,82
1.520992941,1.685130941,FA,Fastball,Fastball,96.1,1,14.5,-1.8,6.4,82
-0.3625016471,0.6472720382,FA,Fastball,Fastball,95,-1.7,6.9,-1.7,6.4,82
0.3704117647,-0.3628083292,SL,Slider,Slider,84.3,-2.9,-4.6,-2.1,6,102
-0.0937344,0.1044381124,SL,Slider,Slider,87,-6.1,2.5,-2,6.3,115
-0.5504569412,1.505360661,FA,Fastball,Fastball,96.3,-0.4,14,-2,6.3,83
-0.3585007059,-0.8730773119,FA,Fastball,Fastball,95,6.2,9.8,-1.9,6.2,71
-1.921877647,-2.290763607,SL,Slider,Slider,84.5,-9.7,-8.4,-2,6.1,111
0.2735717647,0.2270330268,FA,Fastball,Fastball,95.7,4.3,13.8,-1.8,6.3,73
1.037449412,0.8809032208,FA,Fastball,Fastball,94.4,5,19,-2.1,6.3,84
-0.3811044706,-0.7800934853,SL,Slider,Slider,84.9,-3.7,-3.4,-2.1,6.1,103
-0.5714145882,-0.3789490475,SL,Slider,Slider,85.7,-7.5,-4.7,-1.9,6.1,112
1.022435294,0.5209637581,SI,Sinker,Sinker,95.5,11,6.4,-2.1,5.7,93
-1.158852706,-1.149066041,FA,Fastball,Fastball,94.8,1.1,12.6,-1.7,6.3,77
-0.5259854118,-0.7896237912,FA,Fastball,Fastball,94.2,2.2,8.6,-1.6,6.4,76
0.9115298824,1.39525275,CH,Changeup,Changeup,89.4,10.6,8.9,-2,6.1,59
-0.05077990588,-0.3095738131,FA,Fastball,Fastball,94.5,1.8,11.3,-1.6,6.3,75
-1.472202353,-0.5613322445,SL,Slider,Slider,84.6,-3.6,5.1,-2,6.2,113
-1.866211765,-1.512081291,SL,Slider,Slider,85.7,-17.7,4.7,-1.9,6.3,138
-1.701444706,-0.09160855746,SL,Slider,Slider,85.5,-14.4,-0.5,-1.7,6.2,131
-2.794418824,-4.010416388,CU,Curveball,Curveball,79.7,-17.2,-17.9,-1.5,6.3,111
0.3006861176,0.01808088494,SL,Slider,Slider,83.7,-10.5,-1.1,-1.8,6.3,111
-1.386992471,-0.4907064647,SL,Slider,Slider,82.6,-5.1,-4.9,-2,6,89
-1.017091765,0.4493269757,FA,Fastball,Fastball,93.5,1.6,7.5,-1.8,6.1,75
-0.3174028235,-0.01089637683,FA,Fastball,Fastball,94.5,-0.7,13.5,-2,6.3,80
1.116248471,0.1677171637,FA,Fastball,Fastball,93.9,8.5,18.9,-2.2,6.1,78
-0.3083223529,-1.456340469,SL,Slider,Slider,83.5,-10.2,6.7,-1.9,6.4,130
-0.8187105882,-1.889122074,SL,Slider,Slider,83.2,-13.7,-7.5,-1.9,5.9,113
-1.132421647,-0.02824702607,SI,Sinker,Sinker,92.6,5.9,0.4,-2.2,5.7,97
1.198595294,1.272248099,FA,Fastball,Fastball,92.6,5.4,6.8,-2.2,6.1,73
0.04254409412,1.096570545,FA,Fastball,Fastball,93,6.6,5.2,-2,6.2,80
-2.642329412,-2.722132585,SL,Slider,Slider,84,-2.9,-10.9,-2.1,6,114
-1.373343529,0.2472670074,SI,Sinker,Sinker,93.3,3.5,0.6,-1.8,6,95
-1.621030588,-1.769597205,SL,Slider,Slider,83.9,-5.6,-10.4,-2.1,5.9,105
0.571488,-0.4730026531,SL,Slider,Slider,82.7,-6,-9.1,-2.1,6,93
-0.6855345882,-0.2067096234,FA,Fastball,Fastball,94.7,-3.2,10.2,-1.7,6.3,79
0.9668767059,0.5479856863,SL,Slider,Slider,84.5,-9.7,-4.6,-1.9,6.1,108
-0.1873016471,-0.2568309301,FA,Fastball,Fastball,94.3,-0.2,8.6,-1.8,6.2,77
0.5153477647,0.8550045528,SL,Slider,Slider,83.4,-7.1,-0.6,-1.9,6.1,98
0.1122264,-0.03043676064,FA,Fastball,Fastball,92.5,-0.3,2,-1.7,6,82
-1.766738824,-0.4704636945,SL,Slider,Slider,84.1,-8.5,-1.7,-1.9,6,104
-0.1133083765,-0.4620275393,FA,Fastball,Fastball,95.3,2.5,11.6,-1.6,6.5,75
-0.1623684706,0.4974285074,SL,Slider,Slider,84.6,-18,0.5,-1.7,6.1,140
0.1256299765,1.040933337,CH,Changeup,Changeup,86.7,7.6,8.9,-2.1,5.8,75
-0.5137369412,0.8167543235,FA,Fastball,Fastball,93.9,2.9,15.5,-2.1,6.1,76
-1.267468235,-0.7922181095,FA,Fastball,Fastball,92.7,-0.2,9,-1.9,6.2,73
0.3442447059,0.2276859391,FA,Fastball,Fastball,94.2,2.8,7.8,-1.7,6.3,76
-1.220250353,-2.774222322,CH,Changeup,Changeup,86.9,8.2,0.1,-1.9,5.9,111
0.5756597647,0.1559097972,FA,Fastball,Fastball,94.7,1.4,8.7,-1.4,6.5,77
1.042639059,0.2298957455,SL,Slider,Slider,84.2,-8.5,-6.1,-1.7,6.1,103
-1.615171765,-1.039329776,SL,Slider,Slider,85.4,-11.6,-10.4,-1.9,5.9,126
-0.3920272941,-0.5533245825,SL,Slider,Slider,85.3,-14.9,-5,-1.9,6,130
0.3447416471,1.338066977,FA,Fastball,Fastball,93.7,6.4,12.5,-2.1,5.9,64
-2.18808,-1.10252682,SL,Slider,Slider,83.8,-11.6,-3.7,-2.2,6,112
-1.255877647,1.864896051,FA,Fastball,Fastball,93.3,-4.1,7.7,-1.8,6.2,75
-0.9031143529,0.676186821,FA,Fastball,Fastball,92.8,-2.3,7.2,-1.9,6,73
0.3199016471,0.8106210826,FA,Fastball,Fastball,93.3,5.9,16.4,-2.3,5.8,67
0.056676,-0.4819519515,SI,Sinker,Sinker,94,9.2,7.5,-2.1,5.7,79
-0.4773681692,-0.6509314577,FA,Fastball,Fastball,96.9,8.4,16.1,-1.7,5.9,97
-2.109344107,-1.948819536,CU,Curveball,Curveball,85.8,-11.6,-5.9,-1.6,5.7,97
0.02934988495,1.226058799,FA,Fastball,Fastball,98.6,4,9.2,-1.4,6.2,97
-1.165376363,-2.780920816,CU,Curveball,Curveball,80.3,-9.8,-12.8,-1.5,5.9,97
0.60214426,-0.6687336762,FA,Fastball,Fastball,96.7,7.4,6.5,-2,5.5,97
-1.981950523,-0.9942737733,FA,Fastball,Fastball,96.2,3.6,9.3,-1.8,5.9,97
3.911800102,0.970254243,FA,Fastball,Fastball,95.4,14.5,8,-2,5.9,97
-3.444072406,-3.944017045,CU,Curveball,Curveball,80.7,-8.2,-16.8,-1.7,5.8,97
1.327535401,0.7336513101,FC,Cutter,Cutter,96.4,-0.7,8.6,-1.6,5.9,97
0.769356064,0.5704438417,FC,Cutter,Cutter,96,-0.4,7.7,-1.8,5.8,97
0.4360460796,0.01288741985,FA,Fastball,Fastball,97.9,2.4,10,-1.6,6,97
-0.8720737869,-1.459429352,SL,Slider,Slider,86.6,-2.6,-5.5,-1.8,5.7,97
-1.085577843,-0.6986574385,FA,Fastball,Fastball,96.9,3.1,10.5,-1.6,5.9,97
1.118397713,0.9275910434,FA,Fastball,Fastball,97.5,6.8,9.4,-1.6,5.9,97
-3.307734753,-3.32953436,SL,Slider,Slider,89.7,0.4,-4,-1.5,5.7,97
-1.150804426,-0.7073013432,FC,Cutter,Cutter,97.2,0.2,12.3,-1.3,6,97
-1.901017081,-0.5986755043,FC,Cutter,Cutter,96,0.9,11.7,-1.8,5.8,97
0.8897913331,-0.05786213044,FA,Fastball,Fastball,95.3,10.1,10.2,-1.8,5.8,97
-5.93005593,-5.677293223,CU,Curveball,Curveball,81.6,-4.1,-17.1,-1.6,5.8,97
-0.05494052699,0.1807014013,FA,Fastball,Fastball,95.2,4.1,9.6,-2.1,5.7,97
0.7685226156,0.2966036282,FA,Fastball,Fastball,96.4,3.9,11.6,-1.8,5.9,97
-0.7093577304,-1.210437439,SL,Slider,Slider,87.9,-1.8,-2.3,-1.8,5.7,97
-1.471834257,-0.9854016633,SL,Slider,Slider,89,-11.6,0.3,-1.8,5.7,97
-1.988356652,-1.477838509,SL,Slider,Slider,87.8,-8.6,-3.9,-1.9,5.6,97
0.5185236397,0.8084791013,FA,Fastball,Fastball,97.5,2.8,11.8,-1.7,5.9,97
-0.6918540832,0.3720074187,FA,Fastball,Fastball,95.6,5.2,11.4,-1.7,5.7,97
-0.2824367874,0.6032224337,SL,Slider,Slider,87.3,-13.8,-1.7,-1.8,5.7,97
-0.5038707687,0.04978755007,FC,Cutter,Cutter,97.9,-0.1,11.3,-1.4,6,97
-1.040002803,-1.163091965,SL,Slider,Slider,88,-5.6,-5.5,-1.5,5.7,97
1.484554227,-0.1920306959,FA,Fastball,Fastball,96.9,6.3,9.8,-1.6,5.9,97
0.6612258577,1.204667639,FC,Cutter,Cutter,95.2,-2.7,7.4,-1.7,5.9,97
0.9145397037,0.563064407,FC,Cutter,Cutter,95.1,-0.9,6.8,-1.7,5.9,97
0.9722187393,0.8721394951,FC,Cutter,Cutter,93.9,2.7,5.1,-1.7,5.8,97
-1.170866735,-3.349254935,CU,Curveball,Curveball,79.8,-6.1,-14.2,-1.5,5.9,97
-0.1974019294,1.155034842,FC,Cutter,Cutter,95.9,0.3,12.6,-1.7,5.9,97
-1.04932092,-0.3217011635,FC,Cutter,Cutter,94,3.6,8,-1.7,5.7,97
-0.7464780634,-1.621878419,SL,Slider,Slider,84.8,-7.4,-1.4,-1.8,5.7,97
-0.4017312905,-2.427456188,CU,Curveball,Curveball,84.9,-10.9,-8.7,-1.9,5.6,97
1.860509858,1.075503546,FC,Cutter,Cutter,97.7,0,7.3,-1.7,5.9,97
-0.008774002921,-0.2114302132,FA,Fastball,Fastball,96.4,3.4,8.5,-1.7,5.7,97
-0.6905653584,-1.492829288,SL,Slider,Slider,87.9,-7.1,-3.3,-1.7,5.6,97
-2.322300077,-2.697285853,SL,Slider,Slider,88.4,-12.5,-4.8,-1.6,5.7,97
-1.012940339,0.09692587285,FC,Cutter,Cutter,95.1,0.6,8.6,-1.7,5.9,97
0.6930076427,-0.8283857358,FA,Fastball,Fastball,95.2,4,8.7,-1.8,6,97
0.2057189556,-0.004254042812,FA,Fastball,Fastball,95.6,8.7,11.9,-1.9,5.4,97
0.6756340518,1.12834367,FC,Cutter,Cutter,93.7,4.7,5.8,-1.8,5.9,97
0.02277893382,-0.01093213457,FA,Fastball,Fastball,94.8,2.5,9.3,-1.7,5.9,97
-1.049135913,-2.441437782,SL,Slider,Slider,84.3,2.6,-2.1,-2.1,5.7,97
-0.101719102,1.201584463,FC,Cutter,Cutter,92.9,-3.4,4.8,-2,5.9,97
-0.9645965866,0.1817167477,FC,Cutter,Cutter,93.8,-0.9,5.7,-2,5.8,97
-1.467758374,-1.870035107,SL,Slider,Slider,84.1,-8.6,2.3,-1.9,5.7,97
-1.083858336,0.1379126628,FC,Cutter,Cutter,96.2,-4.5,11.6,-1.7,5.8,97
-0.2514531712,-0.509505075,FC,Cutter,Cutter,94,0.4,8.9,-1.9,5.8,97
-0.1190805565,-0.1816082427,SL,Slider,Slider,84.6,-5.1,-2.5,-2,5.7,97
0.5661274333,0.5503519942,CU,Curveball,Curveball,83.8,-8.4,-4.5,-2,5.6,97
1.388172206,1.609512992,FA,Fastball,Fastball,96,2.7,9.4,-1.6,5.9,97
-0.8361776369,0.5967519667,FC,Cutter,Cutter,93.8,-0.3,7.2,-1.6,5.8,97
-0.04954430654,-0.6064502493,SL,Slider,Slider,87,-3.6,-1.9,-1.9,5.6,97
0.9077725496,0.8007270086,FA,Fastball,Fastball,96.2,4.1,9,-1.6,5.9,97
0.767281205,1.367304354,FC,Cutter,Cutter,96.6,-1,8.4,-1.5,6,97
-0.6699608033,0.5126734314,FC,Cutter,Cutter,95.7,1.3,6,-1.6,5.8,97
-0.7525282236,-2.809422047,SL,Slider,Slider,88.4,-2.7,-4.3,-1.8,5.6,97
-1.224256812,-1.477499006,FC,Cutter,Cutter,97,2.3,8.7,-1.3,5.9,97
0.1715245421,-0.3154887007,SL,Slider,Slider,85.6,-11.2,0.3,-2,5.7,97
0.3832437203,0.9410006299,CU,Curveball,Curveball,78.9,-14.6,-12.3,-1.6,5.8,97
0.1990706375,0.8398597209,FA,Fastball,Fastball,94.8,3.6,7.6,-1.7,5.9,97
1.051425491,-0.4723005562,CU,Curveball,Curveball,85.2,-4.6,-5.7,-2.1,5.5,97
0.1287503136,0.9823297028,FC,Cutter,Cutter,95.5,-1.1,9.6,-1.6,6,97
-1.124514123,-1.822773504,SL,Slider,Slider,88.6,-3,3.1,-1.7,5.8,97
0.00354431236,0.5096179019,SL,Slider,Slider,84.8,-8.5,-0.1,-2,5.6,97
-0.5054091011,-1.114634891,SL,Slider,Slider,84.4,-5.8,-2.4,-1.8,5.6,97
0.8262508134,-0.7289266025,FC,Cutter,Cutter,96.6,2.8,6.4,-1.6,5.9,97
-2.233600645,-1.795037855,SL,Slider,Slider,87.8,-4.3,-2.7,-1.6,5.7,97
1.079828723,1.869243646,FC,Cutter,Cutter,95.2,-4.8,7.2,-1.4,5.9,97
0.3636958038,0.2333231057,CU,Curveball,Curveball,84.4,-10.1,-7.7,-1.7,5.7,97
-0.623965717,1.084330805,FC,Cutter,Cutter,94.9,-3.7,8.7,-1.5,5.8,97
-0.4694721788,0.9717168207,FC,Cutter,Cutter,94.5,-1.5,7.3,-1.7,5.9,97
-0.527588196,-0.4644714468,FC,Cutter,Cutter,95.3,0.7,8.7,-1.6,6,97
